EmployeeNumber,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1321,30,0,Travel_Rarely,Research & Development,17,4,Medical,2,Female,3,3,Manager,1,Married,11916,25927,1,Yes,23,4,4,80,2,9,2,3,9,1,0,8
1322,39,0,Travel_Rarely,Research & Development,18,2,Life Sciences,1,Male,3,2,Manufacturing Director,3,Single,4534,13352,0,No,11,3,1,80,0,9,6,3,8,7,1,7
1324,31,0,Non-Travel,Sales,2,4,Life Sciences,4,Female,3,3,Sales Executive,3,Divorced,9852,8935,1,Yes,19,3,1,80,1,10,5,2,10,8,9,6
1329,41,0,Non-Travel,Sales,10,2,Medical,3,Male,1,2,Sales Executive,2,Single,6151,22074,1,No,13,3,1,80,0,19,4,3,19,2,11,9
1331,31,1,Travel_Frequently,Sales,1,3,Life Sciences,4,Female,3,1,Sales Representative,2,Single,2302,8319,1,Yes,11,3,1,80,0,3,2,4,3,2,2,2
1333,44,1,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,3,1,Laboratory Technician,1,Married,2362,14669,4,No,12,3,3,80,0,10,4,4,3,2,1,2
1334,42,0,Non-Travel,Research & Development,2,1,Life Sciences,3,Male,3,4,Manager,3,Married,17861,26582,0,Yes,13,3,4,80,0,21,3,2,20,8,2,10
1336,55,0,Travel_Rarely,Research & Development,2,2,Medical,4,Female,1,5,Manager,3,Married,19187,6992,4,No,14,3,4,80,1,23,5,3,19,9,9,11
1338,56,0,Travel_Rarely,Human Resources,8,4,Life Sciences,4,Male,3,5,Manager,2,Single,19717,4022,6,No,14,3,1,80,0,36,4,3,7,3,7,7
1340,40,0,Non-Travel,Research & Development,16,2,Life Sciences,3,Male,3,1,Research Scientist,3,Divorced,3544,8532,9,No,16,3,2,80,1,6,0,3,4,2,0,0
1344,34,0,Travel_Rarely,Research & Development,9,3,Life Sciences,4,Male,3,3,Healthcare Representative,4,Divorced,8500,5494,0,No,11,3,4,80,1,10,0,2,9,7,1,6
1346,40,0,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,3,2,Research Scientist,4,Single,4661,22455,1,No,13,3,3,80,0,9,4,3,9,8,8,8
1349,41,0,Travel_Frequently,Sales,1,3,Marketing,3,Female,3,2,Sales Executive,1,Divorced,4103,4297,0,No,17,3,4,80,1,10,2,3,9,3,1,7
1350,35,0,Travel_Frequently,Research & Development,4,4,Life Sciences,3,Male,3,2,Research Scientist,3,Single,4249,2690,1,Yes,11,3,2,80,0,9,3,3,9,6,1,1
1352,51,0,Travel_Rarely,Human Resources,5,3,Life Sciences,3,Male,3,4,Manager,2,Divorced,14026,17588,1,Yes,11,3,2,80,1,33,2,3,33,9,0,10
1355,38,0,Travel_Rarely,Sales,2,2,Life Sciences,2,Female,3,2,Sales Executive,1,Divorced,6893,19461,3,No,15,3,4,80,1,11,3,3,7,7,1,7
1356,34,0,Travel_Rarely,Sales,15,2,Medical,3,Female,3,2,Sales Executive,1,Single,6125,23553,1,No,12,3,4,80,0,10,6,4,10,8,9,6
1358,25,0,Travel_Rarely,Research & Development,19,1,Medical,4,Male,3,1,Laboratory Technician,4,Married,3669,9075,3,No,11,3,3,80,3,7,6,2,3,2,1,2
1360,58,1,Travel_Rarely,Research & Development,7,4,Medical,3,Female,2,3,Manufacturing Director,1,Married,10008,12023,7,Yes,14,3,4,80,0,31,0,2,10,9,5,9
1361,40,0,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Male,3,1,Laboratory Technician,2,Married,2387,6762,3,No,22,4,3,80,1,7,3,3,4,2,0,3
1362,36,0,Travel_Frequently,Sales,7,3,Marketing,1,Female,4,2,Sales Executive,1,Married,4639,2261,2,No,16,3,4,80,1,17,2,2,15,7,6,13
1363,48,0,Travel_Rarely,Research & Development,4,3,Life Sciences,4,Male,3,3,Manufacturing Director,4,Single,7898,18706,1,No,11,3,3,80,0,11,2,3,10,9,0,8
1364,27,0,Travel_Rarely,Sales,11,3,Medical,3,Female,4,1,Sales Representative,4,Married,2534,6527,8,No,14,3,2,80,1,5,4,3,1,0,0,0
1367,51,0,Travel_Rarely,Research & Development,11,2,Technical Degree,4,Female,2,4,Manufacturing Director,2,Single,13142,24439,3,No,16,3,2,80,0,29,1,2,5,2,0,3
1368,18,0,Non-Travel,Research & Development,1,3,Life Sciences,4,Female,3,1,Laboratory Technician,4,Single,1611,19305,1,No,15,3,3,80,0,0,5,4,0,0,0,0
1369,35,0,Travel_Rarely,Research & Development,1,3,Medical,4,Female,2,2,Laboratory Technician,4,Married,5363,10846,0,No,12,3,2,80,1,10,0,3,9,7,0,0
1371,27,0,Travel_Frequently,Sales,2,1,Life Sciences,4,Male,1,2,Sales Executive,4,Single,5071,20392,3,No,20,4,2,80,0,8,3,3,6,2,0,0
1372,55,1,Travel_Rarely,Sales,13,4,Marketing,1,Male,4,4,Sales Executive,3,Single,13695,9277,6,Yes,17,3,3,80,0,24,2,2,19,7,3,8
1373,56,0,Travel_Rarely,Research & Development,23,3,Life Sciences,4,Male,3,4,Manufacturing Director,2,Married,13402,18235,4,Yes,12,3,1,80,1,33,0,3,19,16,15,9
1374,34,0,Non-Travel,Research & Development,26,1,Technical Degree,1,Female,2,1,Research Scientist,3,Divorced,2029,15891,1,No,20,4,3,80,3,5,2,3,5,4,0,0
1375,40,0,Travel_Rarely,Research & Development,2,1,Medical,2,Female,4,2,Healthcare Representative,3,Divorced,6377,13888,5,No,20,4,2,80,3,15,0,3,12,11,11,8
1377,34,0,Travel_Rarely,Research & Development,29,3,Medical,2,Male,3,2,Laboratory Technician,3,Married,5429,17491,4,No,13,3,1,80,2,10,1,3,8,7,7,7
1379,31,1,Travel_Frequently,Sales,2,3,Life Sciences,3,Female,2,1,Sales Representative,4,Single,2785,11882,7,No,14,3,3,80,0,3,3,4,1,0,0,0
1380,35,1,Travel_Frequently,Sales,18,4,Marketing,4,Female,3,2,Sales Executive,3,Married,4614,23288,0,Yes,18,3,3,80,1,5,0,2,4,2,3,2
1382,38,0,Travel_Frequently,Research & Development,7,3,Life Sciences,4,Male,4,1,Research Scientist,3,Divorced,2610,15748,1,No,11,3,4,80,3,4,2,3,4,2,0,3
1383,34,0,Travel_Rarely,Research & Development,2,4,Technical Degree,3,Female,3,2,Healthcare Representative,4,Single,6687,6163,1,No,11,3,4,80,0,14,2,4,14,11,4,11
1387,28,0,Travel_Rarely,Sales,26,3,Life Sciences,3,Male,2,2,Sales Executive,1,Married,4724,24232,1,No,11,3,3,80,1,5,0,3,5,3,0,4
1389,31,1,Travel_Rarely,Research & Development,22,4,Medical,4,Male,3,2,Manufacturing Director,3,Married,6179,21057,1,Yes,15,3,4,80,2,10,3,2,10,2,6,7
1390,39,0,Travel_Rarely,Sales,21,4,Life Sciences,1,Male,2,2,Sales Executive,4,Married,6120,3567,3,Yes,12,3,4,80,2,8,2,4,5,4,1,4
1391,51,0,Travel_Frequently,Sales,2,3,Marketing,2,Male,3,3,Sales Executive,2,Married,10596,15395,2,No,11,3,2,80,0,14,5,3,4,2,3,2
1392,41,0,Travel_Frequently,Research & Development,22,3,Life Sciences,4,Female,3,2,Research Scientist,4,Divorced,5467,13953,3,Yes,14,3,1,80,2,12,4,2,6,2,3,3
1394,37,0,Travel_Rarely,Research & Development,4,1,Life Sciences,3,Male,3,1,Research Scientist,3,Married,2996,5182,7,Yes,15,3,4,80,0,8,2,3,6,4,1,3
1395,33,0,Travel_Frequently,Sales,5,1,Life Sciences,2,Male,3,2,Sales Executive,4,Married,9998,19293,6,No,13,3,1,80,0,8,2,4,5,4,1,2
1396,32,0,Travel_Rarely,Sales,2,1,Marketing,3,Male,3,2,Sales Executive,2,Married,4078,20497,0,Yes,13,3,1,80,3,4,3,2,3,2,1,2
1397,39,0,Non-Travel,Research & Development,25,2,Life Sciences,3,Male,3,3,Healthcare Representative,3,Married,10920,3449,3,No,21,4,2,80,1,13,2,3,6,4,0,5
1399,25,0,Travel_Rarely,Sales,18,1,Life Sciences,1,Male,4,2,Sales Executive,3,Married,6232,12477,2,No,11,3,2,80,0,6,3,2,3,2,1,2
1401,52,0,Travel_Frequently,Research & Development,28,2,Medical,4,Female,4,4,Manufacturing Director,3,Married,13247,9731,2,Yes,11,3,2,80,1,24,3,2,5,3,0,2
1402,43,0,Travel_Rarely,Research & Development,6,3,Medical,1,Female,2,2,Research Scientist,3,Single,4081,20003,1,Yes,14,3,1,80,0,20,3,1,20,7,1,8
1403,27,0,Travel_Rarely,Sales,10,3,Marketing,4,Female,2,2,Sales Executive,4,Married,5769,7100,1,Yes,11,3,4,80,0,6,3,3,6,2,4,4
1405,27,1,Travel_Rarely,Research & Development,17,4,Life Sciences,4,Female,3,1,Research Scientist,3,Single,2394,25681,1,Yes,13,3,4,80,0,8,2,3,8,2,7,7
1407,26,0,Travel_Rarely,Research & Development,2,1,Medical,1,Male,2,1,Research Scientist,4,Single,3904,4050,0,No,12,3,4,80,0,5,2,3,4,3,1,1
1408,42,0,Travel_Rarely,Human Resources,10,3,Human Resources,3,Female,3,4,Manager,1,Married,16799,16616,0,No,14,3,3,80,1,21,5,3,20,7,0,9
1409,52,0,Travel_Rarely,Research & Development,8,4,Other,3,Female,3,1,Laboratory Technician,1,Married,2950,17363,9,No,13,3,3,80,0,12,2,1,5,4,0,4
1411,37,0,Travel_Rarely,Research & Development,11,3,Medical,1,Female,3,1,Laboratory Technician,3,Single,3629,19106,4,No,18,3,1,80,0,8,6,3,3,2,0,2
1412,35,0,Travel_Frequently,Research & Development,18,2,Life Sciences,3,Male,3,3,Manufacturing Director,4,Single,9362,19944,2,No,11,3,3,80,0,10,2,3,2,2,2,2
1415,25,0,Travel_Rarely,Research & Development,1,3,Technical Degree,1,Male,3,1,Laboratory Technician,4,Married,3229,4910,4,No,11,3,2,80,1,7,2,2,3,2,0,2
1417,26,0,Travel_Rarely,Research & Development,7,3,Other,3,Male,4,1,Laboratory Technician,1,Single,3578,23577,0,No,12,3,4,80,0,8,2,3,7,7,0,7
1419,29,0,Travel_Rarely,Human Resources,17,3,Other,2,Male,2,3,Human Resources,1,Single,7988,9769,1,No,13,3,1,80,0,10,3,2,10,9,0,9
1420,49,1,Travel_Frequently,Research & Development,28,2,Life Sciences,1,Male,2,2,Laboratory Technician,1,Single,4284,22710,3,No,20,4,1,80,0,20,2,3,4,3,1,3
1421,29,1,Travel_Frequently,Research & Development,14,1,Other,3,Female,3,3,Healthcare Representative,4,Single,7553,22930,0,Yes,12,3,1,80,0,9,1,3,8,7,7,7
1422,54,0,Travel_Rarely,Research & Development,1,3,Medical,4,Female,3,4,Research Director,4,Single,17328,5652,6,No,19,3,4,80,0,29,3,2,20,7,12,7
1423,58,0,Travel_Rarely,Research & Development,1,3,Medical,4,Female,3,5,Research Director,1,Married,19701,22456,3,Yes,21,4,3,80,1,32,3,3,9,8,1,5
1424,55,0,Travel_Rarely,Research & Development,1,4,Medical,2,Male,4,4,Research Director,4,Divorced,14732,12414,2,No,13,3,4,80,2,31,4,4,7,7,0,0
1425,36,0,Travel_Rarely,Sales,3,4,Marketing,1,Female,3,2,Sales Executive,2,Single,9278,20763,3,Yes,16,3,4,80,0,15,3,3,5,4,0,1
1427,31,1,Travel_Frequently,Sales,1,4,Life Sciences,2,Female,1,1,Sales Representative,3,Single,1359,16154,1,No,12,3,2,80,0,1,3,3,1,0,0,0
1428,30,0,Travel_Rarely,Sales,7,4,Marketing,4,Female,3,2,Sales Executive,1,Divorced,4779,12761,7,No,14,3,2,80,2,8,3,3,3,2,0,2
1430,31,0,Travel_Rarely,Research & Development,8,5,Life Sciences,1,Female,3,4,Research Director,2,Single,16422,8847,3,No,11,3,3,80,0,9,3,4,3,2,1,0
1431,34,0,Travel_Frequently,Research & Development,1,4,Other,4,Male,3,1,Research Scientist,1,Divorced,2996,20284,5,No,14,3,3,80,2,10,2,3,4,3,1,3
1433,31,1,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Female,2,1,Research Scientist,2,Single,1261,22262,1,No,12,3,3,80,0,1,3,4,1,0,0,0
1434,27,0,Travel_Rarely,Research & Development,11,1,Life Sciences,2,Male,3,1,Laboratory Technician,1,Married,2099,7679,0,No,14,3,2,80,0,6,3,4,5,0,1,4
1435,36,0,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Male,2,2,Laboratory Technician,4,Single,5810,22604,1,No,16,3,3,80,0,10,2,2,10,4,1,8
1436,36,0,Travel_Rarely,Sales,16,4,Marketing,3,Female,2,2,Sales Executive,1,Married,5647,13494,4,No,13,3,1,80,2,11,3,2,3,2,0,2
1438,47,0,Travel_Rarely,Research & Development,1,3,Technical Degree,1,Male,3,1,Research Scientist,4,Married,3420,10205,7,No,12,3,3,80,1,17,2,2,6,5,1,2
1439,25,1,Travel_Rarely,Sales,9,2,Life Sciences,1,Male,2,1,Sales Representative,1,Married,4400,15182,3,No,12,3,1,80,0,6,2,3,3,2,2,2
1440,37,0,Non-Travel,Research & Development,5,2,Technical Degree,3,Male,4,1,Laboratory Technician,3,Single,3500,25470,0,No,14,3,1,80,0,7,2,1,6,5,1,3
1441,56,0,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Female,3,1,Research Scientist,1,Married,2066,10494,2,No,22,4,4,80,1,5,3,4,3,2,1,0
1443,47,0,Travel_Rarely,Research & Development,2,4,Medical,1,Female,3,4,Research Director,3,Married,17169,26703,3,No,19,3,2,80,2,26,2,4,20,17,5,6
1445,24,0,Travel_Rarely,Sales,4,1,Medical,4,Female,3,2,Sales Executive,3,Married,4162,15211,1,Yes,12,3,3,80,2,5,3,3,5,4,0,3
1446,32,0,Travel_Rarely,Sales,7,5,Marketing,4,Male,3,2,Sales Executive,4,Married,9204,23343,4,No,12,3,3,80,1,7,3,2,4,3,0,3
1447,34,0,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,1,Laboratory Technician,2,Married,3294,3708,5,No,17,3,1,80,1,7,2,2,5,4,0,2
1448,41,0,Travel_Rarely,Research & Development,5,5,Medical,2,Male,4,1,Research Scientist,3,Married,2127,5561,2,Yes,12,3,1,80,0,7,5,2,4,2,0,3
1449,40,0,Non-Travel,Research & Development,9,4,Other,3,Male,3,2,Laboratory Technician,3,Divorced,3975,23099,3,No,11,3,3,80,2,11,2,4,8,7,0,7
1453,31,0,Travel_Rarely,Sales,8,2,Life Sciences,1,Male,3,3,Sales Executive,4,Divorced,10793,8386,1,No,18,3,1,80,1,13,5,3,13,7,9,9
1457,46,1,Travel_Rarely,Sales,9,3,Marketing,1,Male,3,3,Sales Executive,4,Divorced,10096,15986,4,No,11,3,1,80,1,28,1,4,7,7,4,3
1458,39,1,Non-Travel,Research & Development,2,3,Life Sciences,1,Female,2,1,Laboratory Technician,1,Single,3646,17181,2,Yes,23,4,2,80,0,11,2,4,1,0,0,0
1459,31,1,Travel_Frequently,Research & Development,1,5,Life Sciences,3,Female,4,3,Manufacturing Director,2,Single,7446,8931,1,No,11,3,1,80,0,10,2,3,10,8,4,7
1460,45,0,Travel_Rarely,Research & Development,20,3,Medical,2,Male,1,3,Healthcare Representative,1,Divorced,10851,19863,2,Yes,18,3,2,80,1,24,2,3,7,7,0,7
1461,31,0,Travel_Rarely,Human Resources,8,2,Medical,4,Female,4,1,Human Resources,2,Single,2109,24609,9,No,18,3,4,80,0,8,3,3,3,2,0,2
1464,31,1,Travel_Frequently,Research & Development,2,3,Life Sciences,2,Male,3,1,Laboratory Technician,4,Married,3722,21081,6,Yes,13,3,3,80,1,7,2,1,2,2,2,2
1465,45,0,Travel_Rarely,Research & Development,29,3,Technical Degree,2,Male,3,3,Manufacturing Director,4,Married,9380,14720,4,Yes,18,3,4,80,2,10,4,4,3,1,1,2
1466,48,0,Travel_Rarely,Sales,7,3,Marketing,3,Male,3,2,Sales Executive,1,Divorced,5486,24795,4,No,11,3,1,80,3,15,3,3,2,2,2,2
1467,34,1,Travel_Rarely,Human Resources,9,4,Technical Degree,1,Female,3,1,Human Resources,3,Married,2742,3072,1,No,15,3,4,80,0,2,0,3,2,2,2,2
1468,40,0,Non-Travel,Research & Development,8,1,Medical,4,Male,2,3,Research Director,2,Divorced,13757,25178,2,No,11,3,3,80,1,16,5,3,9,8,4,8
1469,28,0,Travel_Rarely,Sales,5,3,Medical,4,Male,3,2,Sales Executive,1,Single,8463,23490,0,No,18,3,4,80,0,6,4,3,5,4,1,3
1471,44,0,Non-Travel,Research & Development,5,3,Life Sciences,3,Male,2,1,Laboratory Technician,3,Single,3162,7973,3,No,14,3,4,80,0,7,5,3,5,2,0,3
1472,53,0,Travel_Rarely,Research & Development,2,3,Medical,4,Male,4,4,Research Director,2,Single,16598,19764,4,No,12,3,2,80,0,35,2,2,9,8,8,8
1473,49,0,Travel_Rarely,Research & Development,5,4,Technical Degree,1,Male,3,2,Healthcare Representative,3,Married,6651,21534,2,No,14,3,2,80,1,20,0,2,3,2,1,2
1474,40,0,Travel_Rarely,Research & Development,2,3,Medical,3,Male,3,1,Research Scientist,3,Divorced,2345,8045,2,No,14,3,3,80,1,8,3,4,3,1,1,2
1475,44,0,Travel_Rarely,Research & Development,20,3,Life Sciences,4,Male,3,1,Research Scientist,2,Single,3420,21158,1,No,13,3,3,80,0,6,3,2,5,2,1,3
1477,33,0,Travel_Frequently,Sales,7,3,Medical,4,Male,3,2,Sales Executive,1,Married,4373,17456,0,No,14,3,1,80,2,5,2,3,4,3,0,3
1478,34,0,Travel_Rarely,Sales,3,3,Other,4,Male,1,2,Sales Executive,1,Single,4759,15891,3,No,18,3,4,80,0,15,2,3,13,9,3,12
1479,30,0,Travel_Rarely,Sales,16,1,Life Sciences,4,Male,3,2,Sales Executive,3,Married,5301,2939,8,No,15,3,3,80,2,4,2,2,2,1,2,2
1480,42,0,Travel_Frequently,Research & Development,9,2,Medical,1,Female,3,1,Laboratory Technician,4,Single,3673,16458,1,No,13,3,3,80,0,12,3,3,12,9,5,8
1481,44,0,Travel_Frequently,Sales,1,5,Marketing,1,Female,3,2,Sales Executive,3,Married,4768,9282,7,No,12,3,3,80,1,11,4,2,1,0,0,0
1482,30,0,Non-Travel,Research & Development,7,3,Technical Degree,3,Male,3,1,Research Scientist,3,Divorced,1274,7152,1,No,13,3,2,80,2,1,2,2,1,0,0,0
1483,57,0,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Male,4,2,Research Scientist,3,Married,4900,2721,0,No,24,4,1,80,1,13,2,2,12,9,2,8
1484,49,0,Travel_Rarely,Research & Development,7,4,Life Sciences,3,Male,3,3,Healthcare Representative,2,Divorced,10466,20948,3,No,14,3,2,80,2,29,3,3,8,7,0,7
1485,34,0,Travel_Frequently,Research & Development,15,3,Medical,2,Male,3,4,Research Director,1,Divorced,17007,11929,7,No,14,3,4,80,2,16,3,2,14,8,6,9
1486,28,1,Travel_Frequently,Sales,1,3,Technical Degree,1,Male,3,1,Sales Representative,3,Married,2909,15747,3,No,15,3,4,80,1,5,3,4,3,2,1,2
1487,29,1,Travel_Frequently,Sales,13,3,Technical Degree,1,Female,3,2,Sales Executive,2,Single,5765,17485,5,No,11,3,1,80,0,7,4,1,5,3,0,0
1489,34,1,Travel_Rarely,Sales,24,4,Medical,1,Female,2,2,Sales Executive,2,Single,4599,7815,0,Yes,23,4,3,80,0,16,2,4,15,9,10,10
1492,35,0,Travel_Rarely,Sales,7,1,Life Sciences,4,Male,3,1,Sales Representative,3,Married,2404,16192,1,No,13,3,1,80,1,1,3,3,1,0,0,0
1494,24,1,Travel_Frequently,Research & Development,9,3,Medical,2,Male,3,1,Laboratory Technician,1,Single,3172,16998,2,Yes,11,3,3,80,0,4,2,2,0,0,0,0
1495,24,0,Non-Travel,Sales,13,2,Life Sciences,4,Female,3,1,Sales Representative,2,Married,2033,7103,1,No,13,3,3,80,1,1,2,3,1,0,0,0
1496,44,0,Travel_Frequently,Research & Development,2,1,Medical,2,Male,3,3,Manufacturing Director,3,Single,10209,19719,5,Yes,18,3,2,80,0,16,2,2,2,2,2,2
1497,29,0,Travel_Rarely,Sales,19,3,Life Sciences,3,Male,2,2,Sales Executive,3,Divorced,8620,23757,1,No,14,3,3,80,2,10,3,3,10,7,0,4
1499,30,0,Travel_Rarely,Human Resources,1,3,Life Sciences,3,Male,3,1,Human Resources,3,Divorced,2064,15428,0,No,21,4,1,80,1,6,3,4,5,3,1,3
1501,55,0,Travel_Rarely,Research & Development,4,4,Life Sciences,4,Male,3,2,Healthcare Representative,3,Married,4035,16143,0,Yes,16,3,2,80,0,4,2,3,3,2,1,2
1502,33,0,Travel_Rarely,Research & Development,4,4,Medical,1,Female,2,1,Laboratory Technician,2,Married,3838,8192,8,No,11,3,4,80,0,8,5,3,5,4,0,2
1503,47,0,Travel_Rarely,Sales,14,3,Medical,3,Female,3,2,Sales Executive,3,Married,4591,24200,3,Yes,17,3,3,80,1,11,4,2,5,4,1,2
1504,28,1,Travel_Frequently,Research & Development,2,2,Medical,3,Male,2,1,Laboratory Technician,1,Single,2561,5355,7,No,11,3,3,80,0,8,2,2,0,0,0,0
1506,28,0,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,2,1,Research Scientist,3,Divorced,1563,12530,1,No,14,3,4,80,1,1,2,1,1,0,0,0
1507,28,0,Travel_Frequently,Sales,7,3,Life Sciences,3,Male,3,2,Sales Executive,1,Single,4898,11827,0,No,14,3,4,80,0,5,5,3,4,2,1,3
1509,49,0,Travel_Rarely,Research & Development,3,2,Medical,3,Female,2,2,Laboratory Technician,1,Married,4789,23070,4,No,25,4,1,80,1,10,3,3,3,2,1,2
1513,29,0,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Female,3,1,Laboratory Technician,2,Married,3180,4668,0,No,13,3,3,80,3,4,3,3,3,2,0,2
1514,28,0,Travel_Rarely,Research & Development,29,1,Life Sciences,3,Male,1,2,Manufacturing Director,2,Married,6549,3173,1,No,14,3,2,80,2,8,2,2,8,6,1,7
1515,33,0,Travel_Rarely,Research & Development,8,5,Life Sciences,4,Male,3,2,Healthcare Representative,3,Single,6388,22049,2,Yes,17,3,1,80,0,14,6,3,0,0,0,0
1516,32,0,Travel_Rarely,Research & Development,10,3,Medical,3,Male,3,3,Manager,4,Single,11244,21072,2,No,25,4,2,80,0,10,5,4,5,2,0,0
1520,54,0,Travel_Frequently,Research & Development,11,4,Medical,2,Female,3,4,Manager,4,Divorced,16032,24456,3,No,20,4,1,80,1,26,2,3,14,9,1,12
1522,29,1,Travel_Rarely,Research & Development,1,4,Technical Degree,1,Male,2,1,Research Scientist,1,Single,2362,7568,6,No,13,3,3,80,0,11,2,1,9,7,0,7
1523,44,0,Travel_Rarely,Research & Development,28,3,Life Sciences,4,Male,3,4,Research Director,1,Married,16328,22074,3,No,13,3,3,80,1,24,1,4,20,6,14,17
1525,39,0,Travel_Rarely,Research & Development,6,3,Life Sciences,2,Female,3,3,Manufacturing Director,2,Single,8376,9150,4,No,18,3,4,80,0,9,3,3,2,0,2,2
1527,46,0,Travel_Rarely,Sales,3,3,Life Sciences,3,Female,3,4,Manager,2,Married,16606,11380,8,No,12,3,4,80,1,23,2,4,13,12,5,1
1529,35,0,Travel_Rarely,Research & Development,16,3,Life Sciences,4,Female,2,3,Healthcare Representative,2,Single,8606,21195,1,No,19,3,4,80,0,11,3,1,11,8,3,3
1533,23,0,Travel_Rarely,Research & Development,20,1,Life Sciences,1,Male,3,2,Laboratory Technician,3,Single,2272,24812,0,No,14,3,2,80,0,5,2,3,4,3,1,2
1534,40,1,Travel_Rarely,Research & Development,9,4,Life Sciences,4,Male,3,1,Laboratory Technician,1,Single,2018,21831,3,No,14,3,2,80,0,15,3,1,5,4,1,0
1535,34,0,Travel_Rarely,Sales,1,3,Technical Degree,4,Male,2,3,Sales Executive,3,Married,7083,12288,1,Yes,14,3,4,80,0,10,3,3,10,9,8,6
1537,31,1,Travel_Frequently,Research & Development,3,3,Life Sciences,4,Female,3,1,Research Scientist,3,Single,4084,4156,1,No,12,3,1,80,0,7,2,1,7,2,7,7
1539,50,0,Travel_Frequently,Research & Development,22,5,Medical,3,Male,1,4,Research Director,4,Single,14411,24450,1,Yes,13,3,4,80,0,32,2,3,32,6,13,9
1541,34,0,Travel_Rarely,Sales,7,2,Technical Degree,2,Male,3,1,Sales Representative,3,Married,2308,4944,0,Yes,25,4,2,80,1,12,4,3,11,10,5,7
1542,42,0,Travel_Rarely,Research & Development,2,3,Medical,3,Male,2,1,Laboratory Technician,2,Married,4841,24052,4,No,14,3,2,80,1,4,3,3,1,0,0,0
1543,37,0,Travel_Rarely,Research & Development,13,3,Medical,1,Male,3,2,Research Scientist,4,Married,4285,3031,1,No,17,3,1,80,0,10,2,3,10,8,3,7
1544,29,0,Travel_Rarely,Research & Development,8,1,Other,3,Female,1,2,Healthcare Representative,1,Married,9715,7288,3,No,13,3,3,80,1,9,3,3,7,7,0,7
1545,33,0,Travel_Rarely,Research & Development,25,3,Life Sciences,4,Male,2,2,Manufacturing Director,2,Single,4320,24152,1,No,13,3,4,80,0,5,2,3,5,3,0,2
1546,45,0,Travel_Rarely,Research & Development,28,3,Technical Degree,4,Male,3,1,Research Scientist,4,Married,2132,4585,4,No,20,4,4,80,1,8,3,3,5,4,0,3
1547,42,0,Travel_Frequently,Research & Development,2,3,Life Sciences,4,Male,3,3,Healthcare Representative,4,Married,10124,18611,2,Yes,14,3,3,80,1,24,3,1,20,8,13,9
1548,40,0,Travel_Rarely,Sales,9,2,Medical,1,Male,3,2,Sales Executive,1,Married,5473,19345,0,No,12,3,4,80,0,9,5,4,8,4,7,1
1549,33,0,Travel_Rarely,Research & Development,28,4,Life Sciences,2,Male,3,2,Laboratory Technician,3,Married,5207,22949,1,Yes,12,3,2,80,1,15,3,3,15,14,5,7
1550,40,0,Travel_Rarely,Human Resources,6,2,Medical,3,Male,3,4,Manager,4,Single,16437,17381,1,Yes,21,4,4,80,0,21,2,3,21,7,7,7
1551,24,0,Travel_Rarely,Research & Development,21,2,Technical Degree,3,Male,2,1,Laboratory Technician,1,Divorced,2296,10036,0,No,14,3,2,80,3,2,3,3,1,1,0,0
1552,40,0,Non-Travel,Research & Development,8,2,Life Sciences,4,Male,3,2,Healthcare Representative,4,Divorced,4069,8841,3,Yes,18,3,3,80,0,8,2,3,2,2,2,2
1553,45,0,Travel_Rarely,Research & Development,1,4,Technical Degree,1,Male,3,3,Healthcare Representative,2,Divorced,7441,20933,1,No,12,3,1,80,3,10,4,3,10,8,7,7
1554,35,0,Travel_Rarely,Sales,28,4,Life Sciences,2,Female,2,1,Sales Representative,3,Married,2430,26204,0,No,23,4,1,80,2,6,5,3,5,3,4,2
1555,32,0,Travel_Rarely,Research & Development,5,2,Life Sciences,4,Female,2,2,Research Scientist,2,Married,5878,15624,3,No,12,3,1,80,1,12,2,3,7,1,2,5
1556,36,0,Travel_Rarely,Sales,2,4,Life Sciences,3,Male,3,1,Sales Representative,4,Single,2644,17001,3,Yes,21,4,4,80,0,7,3,2,3,2,1,2
1557,48,0,Travel_Rarely,Sales,16,4,Life Sciences,3,Female,3,2,Sales Executive,3,Divorced,6439,13693,8,No,14,3,3,80,1,18,2,3,8,7,7,7
1558,29,0,Travel_Rarely,Research & Development,9,3,Life Sciences,3,Male,4,1,Research Scientist,3,Married,2451,22376,6,No,18,3,1,80,2,5,2,2,1,0,0,0
